,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATID_71_NAME,OBS_VALUE
0,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: South African,20
1,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: Zimbabwean,0
2,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: African: South and Eastern African: Other South and Eastern African,1
3,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian,69
4,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern,10
5,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern: Kurdish,0
6,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern: Iranian,4
7,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern: Iraqi,0
8,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Middle Eastern: Other Middle Eastern,6
9,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian,16
10,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian: Chinese,15
11,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian: Hong Kong Chinese,0
12,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian: Japanese,1
13,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Eastern Asian: Other Eastern Asian,0
14,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Southern Asian,22
15,2021,E02004714,2021 super output areas - middle layer,152,Other identity only: Middle Eastern and Asian: Southern Asian: Afghan,0
