,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_PUR2ADDR_10_NAME,OBS_VALUE
257,2021,E02005903,2021 super output areas - middle layer,152,Partner's address,42
258,2021,E02005903,2021 super output areas - middle layer,152,Other,52
259,2021,E02005903,2021 super output areas - middle layer,152,Second address type not specified,0
260,2021,E02005904,2021 super output areas - middle layer,152,Total: All usual residents,451
261,2021,E02005904,2021 super output areas - middle layer,152,Armed forces base address,14
262,2021,E02005904,2021 super output areas - middle layer,152,Another address when working away from home,38
263,2021,E02005904,2021 super output areas - middle layer,152,Holiday home,87
264,2021,E02005904,2021 super output areas - middle layer,152,Student's term-time address,6
265,2021,E02005904,2021 super output areas - middle layer,152,Student's home address,10
266,2021,E02005904,2021 super output areas - middle layer,152,Another parent or guardian's address,192
267,2021,E02005904,2021 super output areas - middle layer,152,Partner's address,42
268,2021,E02005904,2021 super output areas - middle layer,152,Other,62
269,2021,E02005904,2021 super output areas - middle layer,152,Second address type not specified,0
270,2021,E02005905,2021 super output areas - middle layer,152,Total: All usual residents,317
271,2021,E02005905,2021 super output areas - middle layer,152,Armed forces base address,4
272,2021,E02005905,2021 super output areas - middle layer,152,Another address when working away from home,22
273,2021,E02005905,2021 super output areas - middle layer,152,Holiday home,108
274,2021,E02005905,2021 super output areas - middle layer,152,Student's term-time address,1
275,2021,E02005905,2021 super output areas - middle layer,152,Student's home address,5
276,2021,E02005905,2021 super output areas - middle layer,152,Another parent or guardian's address,98
277,2021,E02005905,2021 super output areas - middle layer,152,Partner's address,19
278,2021,E02005905,2021 super output areas - middle layer,152,Other,60
279,2021,E02005905,2021 super output areas - middle layer,152,Second address type not specified,0
280,2021,E02005906,2021 super output areas - middle layer,152,Total: All usual residents,401
281,2021,E02005906,2021 super output areas - middle layer,152,Armed forces base address,4
282,2021,E02005906,2021 super output areas - middle layer,152,Another address when working away from home,22
283,2021,E02005906,2021 super output areas - middle layer,152,Holiday home,106
284,2021,E02005906,2021 super output areas - middle layer,152,Student's term-time address,1
285,2021,E02005906,2021 super output areas - middle layer,152,Student's home address,34
286,2021,E02005906,2021 super output areas - middle layer,152,Another parent or guardian's address,108
287,2021,E02005906,2021 super output areas - middle layer,152,Partner's address,42
288,2021,E02005906,2021 super output areas - middle layer,152,Other,84
289,2021,E02005906,2021 super output areas - middle layer,152,Second address type not specified,0
290,2021,E02005907,2021 super output areas - middle layer,152,Total: All usual residents,510
291,2021,E02005907,2021 super output areas - middle layer,152,Armed forces base address,6
292,2021,E02005907,2021 super output areas - middle layer,152,Another address when working away from home,32
293,2021,E02005907,2021 super output areas - middle layer,152,Holiday home,70
294,2021,E02005907,2021 super output areas - middle layer,152,Student's term-time address,2
295,2021,E02005907,2021 super output areas - middle layer,152,Student's home address,25
296,2021,E02005907,2021 super output areas - middle layer,152,Another parent or guardian's address,278
297,2021,E02005907,2021 super output areas - middle layer,152,Partner's address,37
298,2021,E02005907,2021 super output areas - middle layer,152,Other,60
299,2021,E02005907,2021 super output areas - middle layer,152,Second address type not specified,0
300,2021,E02005908,2021 super output areas - middle layer,152,Total: All usual residents,469
301,2021,E02005908,2021 super output areas - middle layer,152,Armed forces base address,5
302,2021,E02005908,2021 super output areas - middle layer,152,Another address when working away from home,28
303,2021,E02005908,2021 super output areas - middle layer,152,Holiday home,104
304,2021,E02005908,2021 super output areas - middle layer,152,Student's term-time address,11
305,2021,E02005908,2021 super output areas - middle layer,152,Student's home address,24
306,2021,E02005908,2021 super output areas - middle layer,152,Another parent or guardian's address,181
307,2021,E02005908,2021 super output areas - middle layer,152,Partner's address,63
308,2021,E02005908,2021 super output areas - middle layer,152,Other,53
309,2021,E02005908,2021 super output areas - middle layer,152,Second address type not specified,0
310,2021,E02005909,2021 super output areas - middle layer,152,Total: All usual residents,599
311,2021,E02005909,2021 super output areas - middle layer,152,Armed forces base address,0
312,2021,E02005909,2021 super output areas - middle layer,152,Another address when working away from home,39
313,2021,E02005909,2021 super output areas - middle layer,152,Holiday home,68
314,2021,E02005909,2021 super output areas - middle layer,152,Student's term-time address,0
315,2021,E02005909,2021 super output areas - middle layer,152,Student's home address,188
316,2021,E02005909,2021 super output areas - middle layer,152,Another parent or guardian's address,196
317,2021,E02005909,2021 super output areas - middle layer,152,Partner's address,51
318,2021,E02005909,2021 super output areas - middle layer,152,Other,57
319,2021,E02005909,2021 super output areas - middle layer,152,Second address type not specified,0
320,2021,E02005910,2021 super output areas - middle layer,152,Total: All usual residents,1320
321,2021,E02005910,2021 super output areas - middle layer,152,Armed forces base address,7
322,2021,E02005910,2021 super output areas - middle layer,152,Another address when working away from home,37
323,2021,E02005910,2021 super output areas - middle layer,152,Holiday home,63
324,2021,E02005910,2021 super output areas - middle layer,152,Student's term-time address,2
325,2021,E02005910,2021 super output areas - middle layer,152,Student's home address,656
326,2021,E02005910,2021 super output areas - middle layer,152,Another parent or guardian's address,394
327,2021,E02005910,2021 super output areas - middle layer,152,Partner's address,76
328,2021,E02005910,2021 super output areas - middle layer,152,Other,85
329,2021,E02005910,2021 super output areas - middle layer,152,Second address type not specified,0
330,2021,E02005911,2021 super output areas - middle layer,152,Total: All usual residents,406
331,2021,E02005911,2021 super output areas - middle layer,152,Armed forces base address,3
332,2021,E02005911,2021 super output areas - middle layer,152,Another address when working away from home,31
333,2021,E02005911,2021 super output areas - middle layer,152,Holiday home,72
334,2021,E02005911,2021 super output areas - middle layer,152,Student's term-time address,1
335,2021,E02005911,2021 super output areas - middle layer,152,Student's home address,51
336,2021,E02005911,2021 super output areas - middle layer,152,Another parent or guardian's address,157
337,2021,E02005911,2021 super output areas - middle layer,152,Partner's address,45
338,2021,E02005911,2021 super output areas - middle layer,152,Other,46
339,2021,E02005911,2021 super output areas - middle layer,152,Second address type not specified,0
