,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ACCTYPE_9_NAME,OBS_VALUE
2071,2021,E02005154,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",25
2072,2021,E02005154,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",36
2073,2021,E02005154,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,13
2074,2021,E02005155,2021 super output areas - middle layer,152,Total,4668
2075,2021,E02005155,2021 super output areas - middle layer,152,Detached,2288
2076,2021,E02005155,2021 super output areas - middle layer,152,Semi-detached,1137
2077,2021,E02005155,2021 super output areas - middle layer,152,Terraced,763
2078,2021,E02005155,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,422
2079,2021,E02005155,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",16
2080,2021,E02005155,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",7
2081,2021,E02005155,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",22
2082,2021,E02005155,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,13
2083,2021,E02005156,2021 super output areas - middle layer,152,Total,2940
2084,2021,E02005156,2021 super output areas - middle layer,152,Detached,880
2085,2021,E02005156,2021 super output areas - middle layer,152,Semi-detached,1195
2086,2021,E02005156,2021 super output areas - middle layer,152,Terraced,555
2087,2021,E02005156,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,199
2088,2021,E02005156,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",27
2089,2021,E02005156,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",58
2090,2021,E02005156,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",15
2091,2021,E02005156,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,11
2092,2021,E02005157,2021 super output areas - middle layer,152,Total,2743
2093,2021,E02005157,2021 super output areas - middle layer,152,Detached,375
2094,2021,E02005157,2021 super output areas - middle layer,152,Semi-detached,1520
2095,2021,E02005157,2021 super output areas - middle layer,152,Terraced,411
2096,2021,E02005157,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,313
2097,2021,E02005157,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",10
2098,2021,E02005157,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",5
2099,2021,E02005157,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",16
2100,2021,E02005157,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,93
2101,2021,E02005158,2021 super output areas - middle layer,152,Total,2587
2102,2021,E02005158,2021 super output areas - middle layer,152,Detached,1086
2103,2021,E02005158,2021 super output areas - middle layer,152,Semi-detached,1032
2104,2021,E02005158,2021 super output areas - middle layer,152,Terraced,235
2105,2021,E02005158,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,184
2106,2021,E02005158,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",26
2107,2021,E02005158,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",12
2108,2021,E02005158,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",10
2109,2021,E02005158,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
2110,2021,E02005159,2021 super output areas - middle layer,152,Total,3134
2111,2021,E02005159,2021 super output areas - middle layer,152,Detached,1035
2112,2021,E02005159,2021 super output areas - middle layer,152,Semi-detached,1671
2113,2021,E02005159,2021 super output areas - middle layer,152,Terraced,280
2114,2021,E02005159,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,125
2115,2021,E02005159,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",7
2116,2021,E02005159,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",5
2117,2021,E02005159,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",8
2118,2021,E02005159,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,3
2119,2021,E02005160,2021 super output areas - middle layer,152,Total,5373
2120,2021,E02005160,2021 super output areas - middle layer,152,Detached,684
2121,2021,E02005160,2021 super output areas - middle layer,152,Semi-detached,1482
2122,2021,E02005160,2021 super output areas - middle layer,152,Terraced,1199
2123,2021,E02005160,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,1662
2124,2021,E02005160,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",123
2125,2021,E02005160,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",110
2126,2021,E02005160,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",104
2127,2021,E02005160,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,9
2128,2021,E02005161,2021 super output areas - middle layer,152,Total,3505
2129,2021,E02005161,2021 super output areas - middle layer,152,Detached,536
2130,2021,E02005161,2021 super output areas - middle layer,152,Semi-detached,1580
2131,2021,E02005161,2021 super output areas - middle layer,152,Terraced,808
2132,2021,E02005161,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,458
2133,2021,E02005161,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",85
2134,2021,E02005161,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",16
2135,2021,E02005161,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",20
2136,2021,E02005161,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
2137,2021,E02006833,2021 super output areas - middle layer,152,Total,5146
2138,2021,E02006833,2021 super output areas - middle layer,152,Detached,1876
2139,2021,E02006833,2021 super output areas - middle layer,152,Semi-detached,1484
2140,2021,E02006833,2021 super output areas - middle layer,152,Terraced,1031
2141,2021,E02006833,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,538
2142,2021,E02006833,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",60
2143,2021,E02006833,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",47
2144,2021,E02006833,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",43
2145,2021,E02006833,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,67
2146,2021,E02005162,2021 super output areas - middle layer,152,Total,4330
2147,2021,E02005162,2021 super output areas - middle layer,152,Detached,1189
2148,2021,E02005162,2021 super output areas - middle layer,152,Semi-detached,1797
2149,2021,E02005162,2021 super output areas - middle layer,152,Terraced,828
2150,2021,E02005162,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,369
2151,2021,E02005162,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",24
2152,2021,E02005162,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",19
2153,2021,E02005162,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",29
2154,2021,E02005162,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,75
2155,2021,E02005163,2021 super output areas - middle layer,152,Total,3125
2156,2021,E02005163,2021 super output areas - middle layer,152,Detached,858
2157,2021,E02005163,2021 super output areas - middle layer,152,Semi-detached,1230
2158,2021,E02005163,2021 super output areas - middle layer,152,Terraced,595
2159,2021,E02005163,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,249
2160,2021,E02005163,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",112
2161,2021,E02005163,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",30
2162,2021,E02005163,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",50
2163,2021,E02005163,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
2164,2021,E02005164,2021 super output areas - middle layer,152,Total,3740
2165,2021,E02005164,2021 super output areas - middle layer,152,Detached,650
2166,2021,E02005164,2021 super output areas - middle layer,152,Semi-detached,1512
2167,2021,E02005164,2021 super output areas - middle layer,152,Terraced,632
2168,2021,E02005164,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,768
2169,2021,E02005164,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",140
2170,2021,E02005164,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",23
2171,2021,E02005164,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",14
2172,2021,E02005164,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
2173,2021,E02005165,2021 super output areas - middle layer,152,Total,3090
2174,2021,E02005165,2021 super output areas - middle layer,152,Detached,1221
2175,2021,E02005165,2021 super output areas - middle layer,152,Semi-detached,1057
2176,2021,E02005165,2021 super output areas - middle layer,152,Terraced,416
2177,2021,E02005165,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,304
2178,2021,E02005165,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",53
2179,2021,E02005165,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",14
2180,2021,E02005165,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",14
2181,2021,E02005165,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,11
2182,2021,E02005166,2021 super output areas - middle layer,152,Total,2802
2183,2021,E02005166,2021 super output areas - middle layer,152,Detached,312
2184,2021,E02005166,2021 super output areas - middle layer,152,Semi-detached,924
2185,2021,E02005166,2021 super output areas - middle layer,152,Terraced,799
2186,2021,E02005166,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,683
2187,2021,E02005166,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",65
2188,2021,E02005166,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",5
2189,2021,E02005166,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",13
2190,2021,E02005166,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
2191,2021,E02005167,2021 super output areas - middle layer,152,Total,2941
2192,2021,E02005167,2021 super output areas - middle layer,152,Detached,1530
2193,2021,E02005167,2021 super output areas - middle layer,152,Semi-detached,809
2194,2021,E02005167,2021 super output areas - middle layer,152,Terraced,397
2195,2021,E02005167,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,133
2196,2021,E02005167,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",47
2197,2021,E02005167,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",16
2198,2021,E02005167,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",7
2199,2021,E02005167,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
2200,2021,E02005168,2021 super output areas - middle layer,152,Total,3191
2201,2021,E02005168,2021 super output areas - middle layer,152,Detached,730
2202,2021,E02005168,2021 super output areas - middle layer,152,Semi-detached,974
2203,2021,E02005168,2021 super output areas - middle layer,152,Terraced,361
2204,2021,E02005168,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,686
2205,2021,E02005168,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",354
2206,2021,E02005168,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",55
2207,2021,E02005168,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",28
2208,2021,E02005168,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,3
2209,2021,E02005169,2021 super output areas - middle layer,152,Total,4634
2210,2021,E02005169,2021 super output areas - middle layer,152,Detached,241
2211,2021,E02005169,2021 super output areas - middle layer,152,Semi-detached,464
2212,2021,E02005169,2021 super output areas - middle layer,152,Terraced,649
2213,2021,E02005169,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,1872
2214,2021,E02005169,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",1025
2215,2021,E02005169,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",241
2216,2021,E02005169,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",140
2217,2021,E02005169,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
2218,2021,E02005170,2021 super output areas - middle layer,152,Total,4136
2219,2021,E02005170,2021 super output areas - middle layer,152,Detached,818
2220,2021,E02005170,2021 super output areas - middle layer,152,Semi-detached,1175
2221,2021,E02005170,2021 super output areas - middle layer,152,Terraced,868
2222,2021,E02005170,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,971
2223,2021,E02005170,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",226
2224,2021,E02005170,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",45
2225,2021,E02005170,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",30
2226,2021,E02005170,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,3
2227,2021,E02005171,2021 super output areas - middle layer,152,Total,2688
2228,2021,E02005171,2021 super output areas - middle layer,152,Detached,303
2229,2021,E02005171,2021 super output areas - middle layer,152,Semi-detached,754
2230,2021,E02005171,2021 super output areas - middle layer,152,Terraced,741
2231,2021,E02005171,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,703
2232,2021,E02005171,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",154
2233,2021,E02005171,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",14
2234,2021,E02005171,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",16
2235,2021,E02005171,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,3
2236,2021,E02005172,2021 super output areas - middle layer,152,Total,3272
2237,2021,E02005172,2021 super output areas - middle layer,152,Detached,1424
2238,2021,E02005172,2021 super output areas - middle layer,152,Semi-detached,1103
2239,2021,E02005172,2021 super output areas - middle layer,152,Terraced,450
2240,2021,E02005172,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,132
2241,2021,E02005172,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",58
2242,2021,E02005172,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",46
2243,2021,E02005172,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",27
2244,2021,E02005172,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,32
2245,2021,E02005173,2021 super output areas - middle layer,152,Total,3696
2246,2021,E02005173,2021 super output areas - middle layer,152,Detached,1352
2247,2021,E02005173,2021 super output areas - middle layer,152,Semi-detached,624
2248,2021,E02005173,2021 super output areas - middle layer,152,Terraced,513
2249,2021,E02005173,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,573
2250,2021,E02005173,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",492
2251,2021,E02005173,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",71
2252,2021,E02005173,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",69
2253,2021,E02005173,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
2254,2021,E02005174,2021 super output areas - middle layer,152,Total,3077
2255,2021,E02005174,2021 super output areas - middle layer,152,Detached,1125
2256,2021,E02005174,2021 super output areas - middle layer,152,Semi-detached,1040
2257,2021,E02005174,2021 super output areas - middle layer,152,Terraced,582
2258,2021,E02005174,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,197
2259,2021,E02005174,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",39
2260,2021,E02005174,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",44
2261,2021,E02005174,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",34
2262,2021,E02005174,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,16
2263,2021,E02005175,2021 super output areas - middle layer,152,Total,3492
2264,2021,E02005175,2021 super output areas - middle layer,152,Detached,1374
2265,2021,E02005175,2021 super output areas - middle layer,152,Semi-detached,1141
2266,2021,E02005175,2021 super output areas - middle layer,152,Terraced,550
2267,2021,E02005175,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,279
2268,2021,E02005175,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",49
2269,2021,E02005175,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",58
2270,2021,E02005175,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",25
2271,2021,E02005175,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,16
2272,2021,E02005921,2021 super output areas - middle layer,152,Total,2962
2273,2021,E02005921,2021 super output areas - middle layer,152,Detached,1462
2274,2021,E02005921,2021 super output areas - middle layer,152,Semi-detached,859
2275,2021,E02005921,2021 super output areas - middle layer,152,Terraced,442
2276,2021,E02005921,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,132
2277,2021,E02005921,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",13
2278,2021,E02005921,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",16
2279,2021,E02005921,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",11
2280,2021,E02005921,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,27
2281,2021,E02005922,2021 super output areas - middle layer,152,Total,3628
2282,2021,E02005922,2021 super output areas - middle layer,152,Detached,684
2283,2021,E02005922,2021 super output areas - middle layer,152,Semi-detached,1491
2284,2021,E02005922,2021 super output areas - middle layer,152,Terraced,1185
2285,2021,E02005922,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,241
2286,2021,E02005922,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",8
2287,2021,E02005922,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",3
2288,2021,E02005922,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",14
2289,2021,E02005922,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
2290,2021,E02005923,2021 super output areas - middle layer,152,Total,2338
2291,2021,E02005923,2021 super output areas - middle layer,152,Detached,134
2292,2021,E02005923,2021 super output areas - middle layer,152,Semi-detached,1026
2293,2021,E02005923,2021 super output areas - middle layer,152,Terraced,893
2294,2021,E02005923,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,251
2295,2021,E02005923,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",28
2296,2021,E02005923,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",3
2297,2021,E02005923,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",2
2298,2021,E02005923,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
2299,2021,E02005924,2021 super output areas - middle layer,152,Total,5631
2300,2021,E02005924,2021 super output areas - middle layer,152,Detached,711
2301,2021,E02005924,2021 super output areas - middle layer,152,Semi-detached,1270
2302,2021,E02005924,2021 super output areas - middle layer,152,Terraced,1217
2303,2021,E02005924,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,1947
2304,2021,E02005924,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",260
2305,2021,E02005924,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",103
2306,2021,E02005924,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",106
2307,2021,E02005924,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,17
2308,2021,E02005925,2021 super output areas - middle layer,152,Total,3266
2309,2021,E02005925,2021 super output areas - middle layer,152,Detached,298
2310,2021,E02005925,2021 super output areas - middle layer,152,Semi-detached,1921
2311,2021,E02005925,2021 super output areas - middle layer,152,Terraced,773
2312,2021,E02005925,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,234
2313,2021,E02005925,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",23
2314,2021,E02005925,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",6
2315,2021,E02005925,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",10
2316,2021,E02005925,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
2317,2021,E02005926,2021 super output areas - middle layer,152,Total,3871
2318,2021,E02005926,2021 super output areas - middle layer,152,Detached,1185
2319,2021,E02005926,2021 super output areas - middle layer,152,Semi-detached,1480
2320,2021,E02005926,2021 super output areas - middle layer,152,Terraced,529
2321,2021,E02005926,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,493
2322,2021,E02005926,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",110
2323,2021,E02005926,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",51
2324,2021,E02005926,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",21
2325,2021,E02005926,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
2326,2021,E02005927,2021 super output areas - middle layer,152,Total,2438
2327,2021,E02005927,2021 super output areas - middle layer,152,Detached,748
2328,2021,E02005927,2021 super output areas - middle layer,152,Semi-detached,910
2329,2021,E02005927,2021 super output areas - middle layer,152,Terraced,208
2330,2021,E02005927,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,493
2331,2021,E02005927,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",68
2332,2021,E02005927,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",6
2333,2021,E02005927,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",4
2334,2021,E02005927,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
2335,2021,E02005928,2021 super output areas - middle layer,152,Total,4381
2336,2021,E02005928,2021 super output areas - middle layer,152,Detached,1898
2337,2021,E02005928,2021 super output areas - middle layer,152,Semi-detached,1417
2338,2021,E02005928,2021 super output areas - middle layer,152,Terraced,760
2339,2021,E02005928,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,225
2340,2021,E02005928,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",31
2341,2021,E02005928,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",19
2342,2021,E02005928,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",15
2343,2021,E02005928,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,16
2344,2021,E02005929,2021 super output areas - middle layer,152,Total,3125
2345,2021,E02005929,2021 super output areas - middle layer,152,Detached,1552
2346,2021,E02005929,2021 super output areas - middle layer,152,Semi-detached,987
2347,2021,E02005929,2021 super output areas - middle layer,152,Terraced,459
2348,2021,E02005929,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,43
2349,2021,E02005929,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",28
2350,2021,E02005929,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",21
2351,2021,E02005929,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",10
2352,2021,E02005929,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,25
2353,2021,E02005930,2021 super output areas - middle layer,152,Total,3853
2354,2021,E02005930,2021 super output areas - middle layer,152,Detached,1641
2355,2021,E02005930,2021 super output areas - middle layer,152,Semi-detached,1388
2356,2021,E02005930,2021 super output areas - middle layer,152,Terraced,613
2357,2021,E02005930,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,79
2358,2021,E02005930,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",35
2359,2021,E02005930,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",22
2360,2021,E02005930,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",14
2361,2021,E02005930,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,61
2362,2021,E02005931,2021 super output areas - middle layer,152,Total,4346
2363,2021,E02005931,2021 super output areas - middle layer,152,Detached,1705
2364,2021,E02005931,2021 super output areas - middle layer,152,Semi-detached,1378
2365,2021,E02005931,2021 super output areas - middle layer,152,Terraced,1009
2366,2021,E02005931,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,117
2367,2021,E02005931,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",30
2368,2021,E02005931,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",92
2369,2021,E02005931,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",7
2370,2021,E02005931,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,8
2371,2021,E02005932,2021 super output areas - middle layer,152,Total,2684
2372,2021,E02005932,2021 super output areas - middle layer,152,Detached,1153
2373,2021,E02005932,2021 super output areas - middle layer,152,Semi-detached,542
2374,2021,E02005932,2021 super output areas - middle layer,152,Terraced,801
2375,2021,E02005932,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,160
2376,2021,E02005932,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",13
2377,2021,E02005932,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",1
2378,2021,E02005932,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",13
2379,2021,E02005932,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
2380,2021,E02005933,2021 super output areas - middle layer,152,Total,3103
2381,2021,E02005933,2021 super output areas - middle layer,152,Detached,609
2382,2021,E02005933,2021 super output areas - middle layer,152,Semi-detached,1264
2383,2021,E02005933,2021 super output areas - middle layer,152,Terraced,1060
2384,2021,E02005933,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,148
2385,2021,E02005933,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",11
2386,2021,E02005933,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",2
2387,2021,E02005933,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",6
2388,2021,E02005933,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,3
2389,2021,E02005934,2021 super output areas - middle layer,152,Total,3523
2390,2021,E02005934,2021 super output areas - middle layer,152,Detached,1037
2391,2021,E02005934,2021 super output areas - middle layer,152,Semi-detached,1307
2392,2021,E02005934,2021 super output areas - middle layer,152,Terraced,1080
2393,2021,E02005934,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,71
2394,2021,E02005934,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",15
2395,2021,E02005934,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",4
2396,2021,E02005934,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",9
2397,2021,E02005934,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,0
2398,2021,E02005935,2021 super output areas - middle layer,152,Total,3774
2399,2021,E02005935,2021 super output areas - middle layer,152,Detached,1010
2400,2021,E02005935,2021 super output areas - middle layer,152,Semi-detached,854
2401,2021,E02005935,2021 super output areas - middle layer,152,Terraced,975
2402,2021,E02005935,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,812
2403,2021,E02005935,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",27
2404,2021,E02005935,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",31
2405,2021,E02005935,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",65
2406,2021,E02005935,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,0
2407,2021,E02005936,2021 super output areas - middle layer,152,Total,4896
2408,2021,E02005936,2021 super output areas - middle layer,152,Detached,2103
