,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_ETHPUK11_NAME,OBS_VALUE
0,2001,E02002559,2001 super output areas - middle layer,305,All categories: Ethnic group,6306
1,2001,E02002559,2001 super output areas - middle layer,305,White,6235
2,2001,E02002559,2001 super output areas - middle layer,305,White: British,6169
3,2001,E02002559,2001 super output areas - middle layer,305,White: Irish,15
4,2001,E02002559,2001 super output areas - middle layer,305,White: Other,51
5,2001,E02002559,2001 super output areas - middle layer,305,Mixed,34
6,2001,E02002559,2001 super output areas - middle layer,305,Mixed: White and Black Caribbean,19
7,2001,E02002559,2001 super output areas - middle layer,305,Mixed: White and Black African,5
8,2001,E02002559,2001 super output areas - middle layer,305,Mixed: White and Asian,5
9,2001,E02002559,2001 super output areas - middle layer,305,Mixed: Other,5
10,2001,E02002559,2001 super output areas - middle layer,305,Asian/Asian British,13
11,2001,E02002559,2001 super output areas - middle layer,305,Asian/Asian British: Indian,6
12,2001,E02002559,2001 super output areas - middle layer,305,Asian/Asian British: Pakistani,3
13,2001,E02002559,2001 super output areas - middle layer,305,Asian/Asian British: Bangladeshi,4
14,2001,E02002559,2001 super output areas - middle layer,305,Asian/Asian British: Other,0
15,2001,E02002559,2001 super output areas - middle layer,305,Black/Black British,8
16,2001,E02002559,2001 super output areas - middle layer,305,Black/Black British: Black Caribbean,5
17,2001,E02002559,2001 super output areas - middle layer,305,Black/Black British: Black African,0
18,2001,E02002559,2001 super output areas - middle layer,305,Black/Black British: Other,3
19,2001,E02002559,2001 super output areas - middle layer,305,Chinese/Other,16
20,2001,E02002559,2001 super output areas - middle layer,305,Chinese/Other: Chinese,8
21,2001,E02002559,2001 super output areas - middle layer,305,Chinese/Other: Other,8
22,2001,E02002560,2001 super output areas - middle layer,305,All categories: Ethnic group,5895
23,2001,E02002560,2001 super output areas - middle layer,305,White,5778
24,2001,E02002560,2001 super output areas - middle layer,305,White: British,5741
25,2001,E02002560,2001 super output areas - middle layer,305,White: Irish,18
26,2001,E02002560,2001 super output areas - middle layer,305,White: Other,19
27,2001,E02002560,2001 super output areas - middle layer,305,Mixed,39
28,2001,E02002560,2001 super output areas - middle layer,305,Mixed: White and Black Caribbean,10
29,2001,E02002560,2001 super output areas - middle layer,305,Mixed: White and Black African,3
30,2001,E02002560,2001 super output areas - middle layer,305,Mixed: White and Asian,13
31,2001,E02002560,2001 super output areas - middle layer,305,Mixed: Other,13
32,2001,E02002560,2001 super output areas - middle layer,305,Asian/Asian British,43
33,2001,E02002560,2001 super output areas - middle layer,305,Asian/Asian British: Indian,40
34,2001,E02002560,2001 super output areas - middle layer,305,Asian/Asian British: Pakistani,0
35,2001,E02002560,2001 super output areas - middle layer,305,Asian/Asian British: Bangladeshi,0
36,2001,E02002560,2001 super output areas - middle layer,305,Asian/Asian British: Other,3
37,2001,E02002560,2001 super output areas - middle layer,305,Black/Black British,10
38,2001,E02002560,2001 super output areas - middle layer,305,Black/Black British: Black Caribbean,6
39,2001,E02002560,2001 super output areas - middle layer,305,Black/Black British: Black African,4
