,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_ETHPUK11_NAME,OBS_VALUE
0,2001,E02005109,2001 super output areas - middle layer,305,Black/Black British: Other,0
1,2001,E02005109,2001 super output areas - middle layer,305,Chinese/Other,15
2,2001,E02005109,2001 super output areas - middle layer,305,Chinese/Other: Chinese,7
3,2001,E02005109,2001 super output areas - middle layer,305,Chinese/Other: Other,8
4,2001,E02005110,2001 super output areas - middle layer,305,All categories: Ethnic group,6398
5,2001,E02005110,2001 super output areas - middle layer,305,White,6334
6,2001,E02005110,2001 super output areas - middle layer,305,White: British,6194
7,2001,E02005110,2001 super output areas - middle layer,305,White: Irish,39
8,2001,E02005110,2001 super output areas - middle layer,305,White: Other,101
9,2001,E02005110,2001 super output areas - middle layer,305,Mixed,40
10,2001,E02005110,2001 super output areas - middle layer,305,Mixed: White and Black Caribbean,5
11,2001,E02005110,2001 super output areas - middle layer,305,Mixed: White and Black African,0
12,2001,E02005110,2001 super output areas - middle layer,305,Mixed: White and Asian,15
13,2001,E02005110,2001 super output areas - middle layer,305,Mixed: Other,20
14,2001,E02005110,2001 super output areas - middle layer,305,Asian/Asian British,8
15,2001,E02005110,2001 super output areas - middle layer,305,Asian/Asian British: Indian,5
16,2001,E02005110,2001 super output areas - middle layer,305,Asian/Asian British: Pakistani,0
17,2001,E02005110,2001 super output areas - middle layer,305,Asian/Asian British: Bangladeshi,3
18,2001,E02005110,2001 super output areas - middle layer,305,Asian/Asian British: Other,0
19,2001,E02005110,2001 super output areas - middle layer,305,Black/Black British,6
20,2001,E02005110,2001 super output areas - middle layer,305,Black/Black British: Black Caribbean,0
21,2001,E02005110,2001 super output areas - middle layer,305,Black/Black British: Black African,6
22,2001,E02005110,2001 super output areas - middle layer,305,Black/Black British: Other,0
23,2001,E02005110,2001 super output areas - middle layer,305,Chinese/Other,10
24,2001,E02005110,2001 super output areas - middle layer,305,Chinese/Other: Chinese,4
25,2001,E02005110,2001 super output areas - middle layer,305,Chinese/Other: Other,6
26,2001,E02005111,2001 super output areas - middle layer,305,All categories: Ethnic group,7068
27,2001,E02005111,2001 super output areas - middle layer,305,White,6978
28,2001,E02005111,2001 super output areas - middle layer,305,White: British,6798
29,2001,E02005111,2001 super output areas - middle layer,305,White: Irish,54
30,2001,E02005111,2001 super output areas - middle layer,305,White: Other,126
31,2001,E02005111,2001 super output areas - middle layer,305,Mixed,31
32,2001,E02005111,2001 super output areas - middle layer,305,Mixed: White and Black Caribbean,12
33,2001,E02005111,2001 super output areas - middle layer,305,Mixed: White and Black African,4
