,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,COB_NAME,OBS_VALUE
0,2001,E02002129,2001 super output areas - middle layer,305,All people,5903
1,2001,E02002129,2001 super output areas - middle layer,305,England,5608
2,2001,E02002129,2001 super output areas - middle layer,305,Scotland,26
3,2001,E02002129,2001 super output areas - middle layer,305,Wales,36
4,2001,E02002129,2001 super output areas - middle layer,305,Northern Ireland,6
5,2001,E02002129,2001 super output areas - middle layer,305,Republic of Ireland,9
6,2001,E02002129,2001 super output areas - middle layer,305,Other EU countries,16
7,2001,E02002129,2001 super output areas - middle layer,305,Elsewhere,202
8,2001,E02002130,2001 super output areas - middle layer,305,All people,6075
9,2001,E02002130,2001 super output areas - middle layer,305,England,5582
10,2001,E02002130,2001 super output areas - middle layer,305,Scotland,24
11,2001,E02002130,2001 super output areas - middle layer,305,Wales,32
12,2001,E02002130,2001 super output areas - middle layer,305,Northern Ireland,7
13,2001,E02002130,2001 super output areas - middle layer,305,Republic of Ireland,26
14,2001,E02002130,2001 super output areas - middle layer,305,Other EU countries,28
15,2001,E02002130,2001 super output areas - middle layer,305,Elsewhere,376
16,2001,E02002131,2001 super output areas - middle layer,305,All people,7578
17,2001,E02002131,2001 super output areas - middle layer,305,England,7152
18,2001,E02002131,2001 super output areas - middle layer,305,Scotland,48
19,2001,E02002131,2001 super output areas - middle layer,305,Wales,84
20,2001,E02002131,2001 super output areas - middle layer,305,Northern Ireland,22
21,2001,E02002131,2001 super output areas - middle layer,305,Republic of Ireland,78
22,2001,E02002131,2001 super output areas - middle layer,305,Other EU countries,27
23,2001,E02002131,2001 super output areas - middle layer,305,Elsewhere,167
24,2001,E02002132,2001 super output areas - middle layer,305,All people,5972
25,2001,E02002132,2001 super output areas - middle layer,305,England,5703
26,2001,E02002132,2001 super output areas - middle layer,305,Scotland,22
27,2001,E02002132,2001 super output areas - middle layer,305,Wales,46
28,2001,E02002132,2001 super output areas - middle layer,305,Northern Ireland,9
29,2001,E02002132,2001 super output areas - middle layer,305,Republic of Ireland,12
30,2001,E02002132,2001 super output areas - middle layer,305,Other EU countries,15
31,2001,E02002132,2001 super output areas - middle layer,305,Elsewhere,165
32,2001,E02002133,2001 super output areas - middle layer,305,All people,6138
33,2001,E02002133,2001 super output areas - middle layer,305,England,5447
34,2001,E02002133,2001 super output areas - middle layer,305,Scotland,56
35,2001,E02002133,2001 super output areas - middle layer,305,Wales,72
36,2001,E02002133,2001 super output areas - middle layer,305,Northern Ireland,13
37,2001,E02002133,2001 super output areas - middle layer,305,Republic of Ireland,35
38,2001,E02002133,2001 super output areas - middle layer,305,Other EU countries,63
39,2001,E02002133,2001 super output areas - middle layer,305,Elsewhere,452
40,2001,E02002134,2001 super output areas - middle layer,305,All people,7643
41,2001,E02002134,2001 super output areas - middle layer,305,England,7158
42,2001,E02002134,2001 super output areas - middle layer,305,Scotland,46
43,2001,E02002134,2001 super output areas - middle layer,305,Wales,41
44,2001,E02002134,2001 super output areas - middle layer,305,Northern Ireland,13
45,2001,E02002134,2001 super output areas - middle layer,305,Republic of Ireland,18
46,2001,E02002134,2001 super output areas - middle layer,305,Other EU countries,18
47,2001,E02002134,2001 super output areas - middle layer,305,Elsewhere,349
48,2001,E02002135,2001 super output areas - middle layer,305,All people,6286
49,2001,E02002135,2001 super output areas - middle layer,305,England,5137
50,2001,E02002135,2001 super output areas - middle layer,305,Scotland,33
51,2001,E02002135,2001 super output areas - middle layer,305,Wales,23
52,2001,E02002135,2001 super output areas - middle layer,305,Northern Ireland,8
53,2001,E02002135,2001 super output areas - middle layer,305,Republic of Ireland,12
54,2001,E02002135,2001 super output areas - middle layer,305,Other EU countries,40
55,2001,E02002135,2001 super output areas - middle layer,305,Elsewhere,1033
56,2001,E02002136,2001 super output areas - middle layer,305,All people,6152
57,2001,E02002136,2001 super output areas - middle layer,305,England,5609
58,2001,E02002136,2001 super output areas - middle layer,305,Scotland,22
59,2001,E02002136,2001 super output areas - middle layer,305,Wales,33
60,2001,E02002136,2001 super output areas - middle layer,305,Northern Ireland,14
61,2001,E02002136,2001 super output areas - middle layer,305,Republic of Ireland,18
62,2001,E02002136,2001 super output areas - middle layer,305,Other EU countries,21
63,2001,E02002136,2001 super output areas - middle layer,305,Elsewhere,435
64,2001,E02002137,2001 super output areas - middle layer,305,All people,5851
65,2001,E02002137,2001 super output areas - middle layer,305,England,5458
66,2001,E02002137,2001 super output areas - middle layer,305,Scotland,61
67,2001,E02002137,2001 super output areas - middle layer,305,Wales,82
68,2001,E02002137,2001 super output areas - middle layer,305,Northern Ireland,26
69,2001,E02002137,2001 super output areas - middle layer,305,Republic of Ireland,52
70,2001,E02002137,2001 super output areas - middle layer,305,Other EU countries,33
71,2001,E02002137,2001 super output areas - middle layer,305,Elsewhere,139
72,2001,E02002138,2001 super output areas - middle layer,305,All people,5490
73,2001,E02002138,2001 super output areas - middle layer,305,England,4663
74,2001,E02002138,2001 super output areas - middle layer,305,Scotland,34
75,2001,E02002138,2001 super output areas - middle layer,305,Wales,54
76,2001,E02002138,2001 super output areas - middle layer,305,Northern Ireland,10
77,2001,E02002138,2001 super output areas - middle layer,305,Republic of Ireland,24
78,2001,E02002138,2001 super output areas - middle layer,305,Other EU countries,44
79,2001,E02002138,2001 super output areas - middle layer,305,Elsewhere,661
80,2001,E02002139,2001 super output areas - middle layer,305,All people,7571
81,2001,E02002139,2001 super output areas - middle layer,305,England,5963
82,2001,E02002139,2001 super output areas - middle layer,305,Scotland,63
83,2001,E02002139,2001 super output areas - middle layer,305,Wales,75
84,2001,E02002139,2001 super output areas - middle layer,305,Northern Ireland,28
85,2001,E02002139,2001 super output areas - middle layer,305,Republic of Ireland,54
86,2001,E02002139,2001 super output areas - middle layer,305,Other EU countries,49
87,2001,E02002139,2001 super output areas - middle layer,305,Elsewhere,1339
88,2001,E02002140,2001 super output areas - middle layer,305,All people,7500
89,2001,E02002140,2001 super output areas - middle layer,305,England,5842
90,2001,E02002140,2001 super output areas - middle layer,305,Scotland,35
91,2001,E02002140,2001 super output areas - middle layer,305,Wales,37
92,2001,E02002140,2001 super output areas - middle layer,305,Northern Ireland,6
93,2001,E02002140,2001 super output areas - middle layer,305,Republic of Ireland,18
94,2001,E02002140,2001 super output areas - middle layer,305,Other EU countries,17
95,2001,E02002140,2001 super output areas - middle layer,305,Elsewhere,1545
96,2001,E02002141,2001 super output areas - middle layer,305,All people,5989
97,2001,E02002141,2001 super output areas - middle layer,305,England,5602
98,2001,E02002141,2001 super output areas - middle layer,305,Scotland,46
99,2001,E02002141,2001 super output areas - middle layer,305,Wales,62
100,2001,E02002141,2001 super output areas - middle layer,305,Northern Ireland,22
101,2001,E02002141,2001 super output areas - middle layer,305,Republic of Ireland,59
102,2001,E02002141,2001 super output areas - middle layer,305,Other EU countries,28
103,2001,E02002141,2001 super output areas - middle layer,305,Elsewhere,170
104,2001,E02002142,2001 super output areas - middle layer,305,All people,6070
105,2001,E02002142,2001 super output areas - middle layer,305,England,5176
106,2001,E02002142,2001 super output areas - middle layer,305,Scotland,27
107,2001,E02002142,2001 super output areas - middle layer,305,Wales,25
108,2001,E02002142,2001 super output areas - middle layer,305,Northern Ireland,7
109,2001,E02002142,2001 super output areas - middle layer,305,Republic of Ireland,8
110,2001,E02002142,2001 super output areas - middle layer,305,Other EU countries,22
111,2001,E02002142,2001 super output areas - middle layer,305,Elsewhere,805
112,2001,E02002143,2001 super output areas - middle layer,305,All people,8951
113,2001,E02002143,2001 super output areas - middle layer,305,England,6350
114,2001,E02002143,2001 super output areas - middle layer,305,Scotland,35
115,2001,E02002143,2001 super output areas - middle layer,305,Wales,42
116,2001,E02002143,2001 super output areas - middle layer,305,Northern Ireland,13
117,2001,E02002143,2001 super output areas - middle layer,305,Republic of Ireland,24
118,2001,E02002143,2001 super output areas - middle layer,305,Other EU countries,22
119,2001,E02002143,2001 super output areas - middle layer,305,Elsewhere,2465
120,2001,E02002144,2001 super output areas - middle layer,305,All people,6083
121,2001,E02002144,2001 super output areas - middle layer,305,England,5164
122,2001,E02002144,2001 super output areas - middle layer,305,Scotland,48
123,2001,E02002144,2001 super output areas - middle layer,305,Wales,77
124,2001,E02002144,2001 super output areas - middle layer,305,Northern Ireland,11
125,2001,E02002144,2001 super output areas - middle layer,305,Republic of Ireland,34
126,2001,E02002144,2001 super output areas - middle layer,305,Other EU countries,37
127,2001,E02002144,2001 super output areas - middle layer,305,Elsewhere,712
128,2001,E02002145,2001 super output areas - middle layer,305,All people,6191
129,2001,E02002145,2001 super output areas - middle layer,305,England,5750
130,2001,E02002145,2001 super output areas - middle layer,305,Scotland,23
131,2001,E02002145,2001 super output areas - middle layer,305,Wales,34
132,2001,E02002145,2001 super output areas - middle layer,305,Northern Ireland,13
