,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,CELL_NAME,OBS_VALUE
0,2011,E02003493,2011 super output areas - middle layer,297,All categories: Occupation,1969
1,2011,E02003493,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",382
2,2011,E02003493,2011 super output areas - middle layer,297,2. Professional occupations,459
3,2011,E02003493,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,305
4,2011,E02003493,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,91
5,2011,E02003493,2011 super output areas - middle layer,297,5. Skilled trades occupations,340
6,2011,E02003493,2011 super output areas - middle layer,297,"6. Caring, leisure and other service occupations",80
7,2011,E02003493,2011 super output areas - middle layer,297,7. Sales and customer service occupations,102
8,2011,E02003493,2011 super output areas - middle layer,297,8. Process plant and machine operatives,110
9,2011,E02003493,2011 super output areas - middle layer,297,9. Elementary occupations,100
10,2011,E02003494,2011 super output areas - middle layer,297,All categories: Occupation,1665
11,2011,E02003494,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",279
12,2011,E02003494,2011 super output areas - middle layer,297,2. Professional occupations,410
13,2011,E02003494,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,245
14,2011,E02003494,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,72
15,2011,E02003494,2011 super output areas - middle layer,297,5. Skilled trades occupations,276
16,2011,E02003494,2011 super output areas - middle layer,297,"6. Caring, leisure and other service occupations",61
17,2011,E02003494,2011 super output areas - middle layer,297,7. Sales and customer service occupations,99
18,2011,E02003494,2011 super output areas - middle layer,297,8. Process plant and machine operatives,101
19,2011,E02003494,2011 super output areas - middle layer,297,9. Elementary occupations,122
20,2011,E02003495,2011 super output areas - middle layer,297,All categories: Occupation,1819
21,2011,E02003495,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",182
22,2011,E02003495,2011 super output areas - middle layer,297,2. Professional occupations,202
23,2011,E02003495,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,251
24,2011,E02003495,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,99
25,2011,E02003495,2011 super output areas - middle layer,297,5. Skilled trades occupations,426
26,2011,E02003495,2011 super output areas - middle layer,297,"6. Caring, leisure and other service occupations",74
27,2011,E02003495,2011 super output areas - middle layer,297,7. Sales and customer service occupations,162
28,2011,E02003495,2011 super output areas - middle layer,297,8. Process plant and machine operatives,227
29,2011,E02003495,2011 super output areas - middle layer,297,9. Elementary occupations,196
30,2011,E02003496,2011 super output areas - middle layer,297,All categories: Occupation,1660
31,2011,E02003496,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",200
32,2011,E02003496,2011 super output areas - middle layer,297,2. Professional occupations,215
33,2011,E02003496,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,209
34,2011,E02003496,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,89
35,2011,E02003496,2011 super output areas - middle layer,297,5. Skilled trades occupations,334
