,GEOGRAPHY_CODE,"1. Higher managerial, administrative and professional occupations",1.1 Large employers and higher managerial and administrative occupations,1.2 Higher professional occupations,"2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed,All categories: NS-SeC,L14.1 Never worked,L14.2 Long-term unemployed,L15 Full-time students
5433,E02005559,0.06731898238747554,0.01643835616438356,0.050880626223091974,0.13581213307240705,0.05009784735812133,0.12289628180039139,0.11976516634050881,0.18904109589041096,0.1827788649706458,0.059882583170254404,2555.0,0.037573385518591,0.022309197651663407,0.07240704500978473
5434,E02005560,0.0831918505942275,0.02275042444821732,0.06044142614601019,0.15585738539898134,0.062139219015280134,0.09847198641765705,0.1368421052631579,0.1833616298811545,0.17758913412563668,0.048556876061120545,2945.0,0.026146010186757215,0.022410865874363327,0.05398981324278438
5435,E02005561,0.055365146322172425,0.016082256788821515,0.039282889533350906,0.12733983654099656,0.04771948325863433,0.10809385710519377,0.12575797521750592,0.21117848668600053,0.20933298180859478,0.06670181914052202,3793.0,0.03321908779330345,0.03348273134721856,0.04851041392037965
5436,E02005562,0.13014240506329114,0.04074367088607595,0.0893987341772152,0.18789556962025317,0.05063291139240506,0.17207278481012658,0.11787974683544304,0.12302215189873418,0.14359177215189872,0.02531645569620253,2528.0,0.015427215189873418,0.009889240506329115,0.04944620253164557
5437,E02005563,0.07876334192123666,0.030180345969819652,0.048582995951417005,0.16304747883695253,0.05042326094957674,0.21788737578211262,0.12256164887743835,0.13213102686786898,0.14758925285241076,0.041221935958778065,2717.0,0.025027603974972397,0.016194331983805668,0.04637467795362532
5438,E02005564,0.13237481408031732,0.05775904809122459,0.07461576598909271,0.23549826474962815,0.15666831928606842,0.12196331184928111,0.11948438274665345,0.0872583044124938,0.0909766980664353,0.019335647000495785,4034.0,0.011898859692612791,0.0074367873078829945,0.036440257808626676
5439,E02005565,0.08479874951152794,0.025009769441187966,0.059788980070339975,0.16178194607268465,0.05549042594763579,0.1785853849159828,0.14654161781946073,0.13208284486127395,0.14263384134427512,0.04572098475967175,2559.0,0.023446658851113716,0.022274325908558032,0.0523642047674873
5440,E02005566,0.0894402769763416,0.026543566070398154,0.06289671090594345,0.15118291979226775,0.04010386612810156,0.2276399307559146,0.11800346220427005,0.1278130409694172,0.16070398153491056,0.03375649163300635,3466.0,0.015002885170225043,0.018753606462781305,0.05135603000577034
5441,E02005567,0.11918876755070203,0.04492979719188767,0.07425897035881435,0.1981279251170047,0.07020280811232449,0.13260530421216848,0.13946957878315133,0.12730109204368176,0.13853354134165366,0.028705148205928236,3205.0,0.011544461778471139,0.0171606864274571,0.04586583463338534
5442,E02005568,0.11229539398553483,0.03806623524933384,0.07422915873620099,0.18652455272173582,0.044156832889227254,0.19908641035401597,0.12409592691282832,0.1149600304529882,0.14807765511990864,0.024743052912066996,2627.0,0.012942519984773505,0.011800532927293491,0.046060144651693946
5443,E02005569,0.0953375086986778,0.0372303409881698,0.058107167710508,0.1885873347251218,0.054975643702157274,0.20041753653444677,0.1304801670146138,0.12212943632567849,0.13778705636743216,0.020876826722338204,2874.0,0.009742519137091163,0.011134307585247043,0.049408489909533754
5444,E02005570,0.10832287745713091,0.02425763278962777,0.08406524466750313,0.22124634044332916,0.06775407779171895,0.20451693851944794,0.09493935591802594,0.11041405269761606,0.11836051861145964,0.028439983270598077,2391.0,0.014219991635299039,0.014219991635299039,0.04600585529067336
5445,E02005571,0.12147716229348883,0.03255587949465501,0.08892128279883382,0.18513119533527697,0.027210884353741496,0.25461613216715256,0.11127308066083576,0.12050534499514091,0.11564625850340136,0.03158406219630709,2058.0,0.019922254616132166,0.011661807580174927,0.03255587949465501
5446,E02005572,0.08371212121212121,0.02159090909090909,0.06212121212121212,0.17613636363636365,0.05227272727272727,0.1806818181818182,0.11818181818181818,0.1571969696969697,0.14886363636363636,0.05795454545454545,2640.0,0.03674242424242424,0.021212121212121213,0.025
5447,E02005573,0.12305025996533796,0.0340843443096476,0.08896591565569036,0.21432697862507222,0.04563835932986713,0.21663778162911612,0.08896591565569036,0.10514153668399769,0.09878682842287695,0.02484113229347198,1731.0,0.015020219526285385,0.009820912767186597,0.08261120739456962
5448,E02005574,0.11213456147376852,0.03604325190228274,0.07609130957148579,0.20104124949939928,0.05446535843011614,0.24629555466559871,0.10492591109331198,0.09611533840608731,0.10893071686023229,0.03604325190228274,2497.0,0.0184221065278334,0.01762114537444934,0.040048057669203045
5449,E02005575,0.12156237544838581,0.027500996412913512,0.0940613790354723,0.22399362295735353,0.04145077720207254,0.2574730968513352,0.08967716221602232,0.09525707453168593,0.10561976883220406,0.0219210840972499,2509.0,0.011558389796731766,0.010362694300518135,0.04304503786369071
5450,E02005576,0.09474141677531508,0.02998696219035202,0.06475445458496305,0.17774880486744893,0.05128205128205128,0.23163841807909605,0.11125597566275533,0.12385919165580182,0.1247283789656671,0.042155584528465885,2301.0,0.02303346371142981,0.01912212081703607,0.042590178183398525
