,GEOGRAPHY_CODE,All categories: Usual residents by communal establishment management and type,All communal establishments,Establishment not stated,Medical and care establishment: Local Authority: Care home or other home,Medical and care establishment: Local Authority: Children's home (including secure units),Medical and care establishment: NHS: General hospital,Medical and care establishment: NHS: Mental health hospital/unit (including secure units),Medical and care establishment: NHS: Other hospital,Medical and care establishment: Other,Medical and care establishment: Other: Care home with nursing,Medical and care establishment: Other: Care home without nursing,Medical and care establishment: Other: Children's home (including secure units),Medical and care establishment: Registered Social Landlord/Housing Association,Other establishments
0,E02000001,188.0,0.22340425531914893,0.0,0.0,0.0,0.0,0.0,0.0,0.09574468085106383,0.0,0.0,0.0,0.0,0.9042553191489362
1,E02000002,51.0,0.058823529411764705,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,0.0
2,E02000003,12.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,E02000004,245.0,0.0163265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0326530612244898,0.39183673469387753,0.0,0.0,0.0,0.5755102040816327
4,E02000007,119.0,0.03361344537815126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5210084033613446,0.0,0.0,0.0,0.4789915966386555
5,E02000008,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,E02000009,19.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,E02000010,0.0,inf,,,,,,,,,,,,
8,E02000011,101.0,0.019801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33663366336633666,0.6633663366336634,0.0,0.0,0.0
9,E02000012,9.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,E02000013,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,E02000014,83.0,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.40963855421686746,0.0,0.5903614457831325,0.0,0.0,0.0
12,E02000015,14.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,E02000016,6.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,E02000017,30.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.7,0.0,0.0,0.16666666666666666
15,E02000018,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
16,E02000019,42.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.09523809523809523
17,E02000020,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,E02000021,106.0,0.03773584905660377,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.9905660377358491,0.0,0.0,0.0,0.009433962264150943
19,E02000022,93.0,0.06451612903225806,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8709677419354839
20,E02000024,187.0,0.06417112299465241,0.27807486631016043,0.0,0.0,0.0,0.0,0.0,0.016042780748663103,0.0,0.679144385026738,0.0,0.0,0.1657754010695187
21,E02000025,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,E02000026,37.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.0,0.0,0.7297297297297297
23,E02000027,99.0,0.0707070707070707,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.0,0.0,0.05555555555555555
24,E02000028,59.0,0.06779661016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,E02000029,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,E02000030,117.0,0.042735042735042736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717948717948718,0.0,0.0,0.1282051282051282
27,E02000031,144.0,0.04861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,E02000032,32.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,E02000033,99.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,E02000034,58.0,0.05172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,E02000035,182.0,0.054945054945054944,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.17032967032967034,0.7527472527472527,0.0,0.0,0.0
32,E02000036,54.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.48148148148148145,0.0,0.0,0.0
33,E02000037,0.0,inf,,,,,,,,,,,,
34,E02000038,229.0,0.056768558951965066,0.0,0.06550218340611354,0.03056768558951965,0.0,0.0,0.0,0.013100436681222707,0.32751091703056767,0.5633187772925764,0.0,0.0,0.0
35,E02000040,103.0,0.038834951456310676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,E02000041,49.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,E02000042,181.0,0.055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143646408839779,0.850828729281768,0.0,0.0,0.0055248618784530384
38,E02000043,80.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.525,0.0,0.0,0.0
39,E02000045,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,E02000046,63.0,0.07936507936507936,0.07936507936507936,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.8253968253968254,0.0,0.0,0.07936507936507936
41,E02000047,166.0,0.03614457831325301,0.0,0.0,0.0,0.2469879518072289,0.024096385542168676,0.0,0.0,0.0,0.7289156626506024,0.0,0.0,0.0
42,E02000049,0.0,inf,,,,,,,,,,,,
43,E02000050,12.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.08333333333333333
44,E02000051,78.0,0.2564102564102564,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.9166666666666666
45,E02000053,447.0,0.024608501118568233,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03803131991051454,0.0,0.0,0.9586129753914989
46,E02000054,31.0,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.8387096774193549,0.0,0.0,0.0
47,E02000055,237.0,0.046413502109704644,0.004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472573839662447,0.0,0.0,0.5506329113924051
48,E02000056,170.0,0.01764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058823529411764,0.4764705882352941,0.0,0.0,0.01764705882352941
49,E02000057,47.0,0.06382978723404255,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0,0.0,0.0425531914893617
50,E02000058,43.0,0.09302325581395349,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.27906976744186046,0.0,0.6976744186046512,0.0,0.0,0.023255813953488372
51,E02000059,17.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,E02000060,227.0,0.04405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.07929515418502203,0.23348017621145375,0.6431718061674009,0.0,0.0,0.04405286343612335
53,E02000061,138.0,0.050724637681159424,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.6884057971014492,0.0,0.0,0.0,0.007246376811594203
54,E02000062,38.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.6052631578947368,0.0,0.39473684210526316,0.0,0.0,0.0
55,E02000063,85.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,E02000064,232.0,0.02586206896551724,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.36637931034482757,0.10775862068965517,0.0,0.0,0.5237068965517241
57,E02000065,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,E02000066,42.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,E02000067,13.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,E02000069,50.0,0.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.26,0.0,0.0,0.22
61,E02000072,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
62,E02000074,82.0,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926829268292683,0.0,0.07317073170731707,0.0
63,E02000075,28.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,E02000077,63.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,E02000078,0.0,inf,,,,,,,,,,,,
66,E02000079,152.0,0.039473684210526314,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.45394736842105265,0.5197368421052632,0.0,0.0,0.02631578947368421
67,E02000081,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.6296296296296297
68,E02000082,0.0,inf,,,,,,,,,,,,
69,E02000083,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,E02000084,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,E02000086,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,E02000087,20.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.3,0.05
73,E02000089,148.0,0.02027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08783783783783784,0.9121621621621622,0.0,0.0,0.0
74,E02000090,257.0,0.023346303501945526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8910505836575876,0.10894941634241245,0.0,0.0,0.0
75,E02000091,140.0,0.06428571428571428,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.9785714285714285,0.0,0.0,0.007142857142857143
76,E02000092,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,E02000093,107.0,0.08411214953271028,0.2523364485981308,0.0,0.0,0.0,0.0,0.0,0.0,0.4766355140186916,0.27102803738317754,0.0,0.0,0.2523364485981308
78,E02000094,106.0,0.04716981132075472,0.0,0.0,0.0,0.0,0.27358490566037735,0.0,0.0,0.5943396226415094,0.1320754716981132,0.0,0.0,0.0
79,E02000095,138.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347826086956522,0.057971014492753624,0.0,0.0,0.007246376811594203
80,E02000096,63.0,0.09523809523809523,0.0,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.3968253968253968,0.0,0.0,0.4444444444444444
81,E02000098,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0
82,E02000099,56.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9107142857142857,0.08928571428571429,0.0,0.0,0.0
83,E02000100,670.0,0.011940298507462687,0.0,0.0,0.0,0.01791044776119403,0.0,0.0,0.0,0.03731343283582089,0.013432835820895522,0.0,0.0,0.9313432835820895
84,E02000101,170.0,0.07058823529411765,0.0,0.08235294117647059,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.3764705882352941,0.0,0.0,0.011764705882352941
85,E02000102,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86,E02000103,18.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
87,E02000104,102.0,0.11764705882352941,0.00980392156862745,0.08823529411764706,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.8431372549019608,0.0,0.0,0.00980392156862745
88,E02000105,42.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8095238095238095,0.0,0.047619047619047616,0.0
89,E02000106,9.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111
90,E02000107,67.0,0.208955223880597,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.2835820895522388,0.0,0.0,0.14925373134328357,0.5
91,E02000108,19.0,0.3157894736842105,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,0.42105263157894735
92,E02000109,171.0,0.08187134502923976,0.0,0.0935672514619883,0.0,0.0,0.0,0.0,0.06432748538011696,0.0,0.029239766081871343,0.0,0.0,0.8128654970760234
93,E02000110,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,E02000111,86.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372093023255814,0.16279069767441862,0.0,0.0,0.0
95,E02000112,106.0,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7358490566037735,0.04716981132075472,0.0,0.0,0.2169811320754717
96,E02000113,0.0,inf,,,,,,,,,,,,
97,E02000114,13.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0
98,E02000115,42.0,0.35714285714285715,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.3333333333333333
99,E02000116,7.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,E02000117,69.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.10144927536231885,0.7681159420289855,0.0,0.0,0.10144927536231885,0.028985507246376812
101,E02000118,6.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,E02000119,26.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077
103,E02000120,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,E02000121,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,E02000122,16.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.4375,0.0,0.0,0.0
106,E02000123,62.0,0.08064516129032258,0.0,0.0,0.0,0.0,0.24193548387096775,0.0,0.0,0.0,0.6129032258064516,0.0,0.0,0.14516129032258066
107,E02000124,54.0,0.14814814814814814,0.24074074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12962962962962962,0.0,0.1111111111111111,0.6388888888888888
108,E02000125,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.08333333333333333
109,E02000126,37.0,0.13513513513513514,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756756756756757,0.0,0.0,0.2972972972972973
110,E02000127,48.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.1875,0.0,0.0
111,E02000128,64.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.4375,0.0,0.0,0.0
112,E02000130,25.0,0.12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4
113,E02000131,60.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166666666666667,0.2833333333333333,0.0,0.0
114,E02000132,81.0,0.09876543209876543,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.6790123456790124,0.0,0.0,0.0,0.2962962962962963
115,E02000133,203.0,0.03940886699507389,0.0,0.0,0.0,0.0,0.009852216748768473,0.0,0.0,0.7192118226600985,0.18719211822660098,0.0,0.0,0.08374384236453201
116,E02000134,159.0,0.14465408805031446,0.050314465408805034,0.0,0.0,0.0,0.0,0.0,0.06289308176100629,0.22012578616352202,0.4591194968553459,0.0,0.07547169811320754,0.15723270440251572
117,E02000135,120.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0
118,E02000136,405.0,0.019753086419753086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21481481481481482,0.3358024691358025,0.0,0.0,0.44938271604938274
119,E02000137,147.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7891156462585034,0.1836734693877551,0.0,0.0,0.027210884353741496
120,E02000138,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
121,E02000139,18.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
122,E02000140,0.0,inf,,,,,,,,,,,,
123,E02000141,22.0,0.18181818181818182,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.0
124,E02000142,210.0,0.0380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5904761904761905,0.4,0.0,0.0,0.009523809523809525
125,E02000144,18.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
126,E02000145,10.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,E02000146,154.0,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3116883116883117,0.6883116883116883,0.0,0.0,0.0
128,E02000147,18.0,0.05555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,E02000148,31.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,E02000149,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
131,E02000150,116.0,0.008620689655172414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,E02000151,0.0,inf,,,,,,,,,,,,
133,E02000152,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134,E02000153,0.0,inf,,,,,,,,,,,,
135,E02000154,42.0,0.16666666666666666,0.023809523809523808,0.14285714285714285,0.0,0.0,0.0,0.0,0.30952380952380953,0.11904761904761904,0.2619047619047619,0.0,0.14285714285714285,0.023809523809523808
136,E02000155,0.0,inf,,,,,,,,,,,,
137,E02000156,72.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6388888888888888,0.3611111111111111,0.0,0.0,0.0
138,E02000160,131.0,0.03816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.05343511450381679,0.48091603053435117,0.0,0.0,0.0,0.46564885496183206
139,E02000161,32.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.0,0.5625,0.0,0.0,0.09375
140,E02000162,46.0,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.2826086956521739,0.6739130434782609,0.0,0.0,0.0,0.0,0.0,0.0
141,E02000163,0.0,inf,,,,,,,,,,,,
142,E02000166,8.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,E02000167,75.0,0.08,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.6533333333333333
144,E02000168,132.0,0.05303030303030303,0.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.4393939393939394,0.25757575757575757,0.0,0.0,0.0
145,E02000169,656.0,0.01676829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0350609756097561,0.0,0.14634146341463414,0.0,0.0,0.8185975609756098
146,E02000170,45.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,0.0,0.6222222222222222,0.0,0.0,0.13333333333333333
147,E02000171,29.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,E02000172,228.0,0.03070175438596491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20614035087719298,0.0,0.0,0.793859649122807
149,E02000173,110.0,0.11818181818181818,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.14545454545454545,0.0,0.0,0.0,0.0,0.8318181818181818
150,E02000174,11.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
151,E02000175,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,E02000176,84.0,0.05952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.9047619047619048
153,E02000177,85.0,0.023529411764705882,0.0,0.9294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.07058823529411765,0.0,0.0,0.0
154,E02000178,34.0,0.6176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.5294117647058824
155,E02000179,24.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.125
156,E02000180,540.0,0.016666666666666666,0.001851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990740740740741
157,E02000181,5.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2
158,E02000182,59.0,0.05084745762711865,0.0,0.423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576271186440678,0.0
159,E02000183,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160,E02000184,156.0,0.0641025641025641,0.391025641025641,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.7019230769230769
161,E02000185,77.0,0.14285714285714285,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.974025974025974,0.0,0.0,0.0,0.025974025974025976
162,E02000186,196.0,0.11734693877551021,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07653061224489796,0.0,0.0,0.9030612244897959
163,E02000187,91.0,0.13186813186813187,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0989010989010989,0.0,0.0,0.8901098901098901
164,E02000188,383.0,0.02349869451697128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,E02000189,537.0,0.0521415270018622,0.26256983240223464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8687150837988827
166,E02000190,1616.0,0.01547029702970297,0.0012376237623762376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,0.009900990099009901,0.9795792079207921
167,E02000191,1952.0,0.022028688524590164,0.09272540983606557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9536372950819673
168,E02000192,136.0,0.051470588235294115,0.39705882352941174,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.7132352941176471
169,E02000193,620.0,0.03387096774193549,0.07903225806451612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604838709677419
170,E02000194,160.0,0.05625,0.18125,0.0,0.0,0.0,0.0,0.05625,0.1125,0.5,0.0375,0.0,0.0,0.203125
171,E02000195,40.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.175,0.0,0.0,0.0
172,E02000196,37.0,0.2972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7027027027027027,0.0,0.0,0.2972972972972973
173,E02000197,22.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.7272727272727273,0.0,0.0,0.0
174,E02000198,49.0,0.2653061224489796,0.16326530612244897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4897959183673469,0.0,0.3469387755102041,0.16326530612244897
175,E02000199,7.0,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855
176,E02000200,102.0,0.0784313725490196,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.39215686274509803,0.47058823529411764,0.0,0.0,0.08823529411764706
177,E02000202,45.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
178,E02000203,45.0,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.24444444444444444,0.5111111111111111,0.0,0.0,0.022222222222222223
179,E02000204,97.0,0.041237113402061855,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.030927835051546393,0.0,0.0,0.9587628865979382
180,E02000206,140.0,0.05,0.0,0.1357142857142857,0.0,0.0,0.0,0.0,0.0,0.7428571428571429,0.12142857142857143,0.0,0.0,0.0
181,E02000207,22.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0
182,E02000208,145.0,0.07586206896551724,0.034482758620689655,0.0,0.0,0.0,0.11724137931034483,0.0,0.1724137931034483,0.027586206896551724,0.5586206896551724,0.0,0.0,0.10689655172413794
183,E02000209,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184,E02000210,10.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
185,E02000211,0.0,inf,,,,,,,,,,,,
186,E02000212,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
